FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SHAPE_Length,SHAPE_Area
409,42,003,040500,1,420030405001,Block Group 1,G5030,S,268194,0,+40.4406805,-079.9542332,0.0256793663807202,2.84674134999902e-05
410,42,003,040500,2,420030405002,Block Group 2,G5030,S,204120,0,+40.4382254,-079.9582155,0.0197537468909146,2.16654959999717e-05
411,42,003,051000,2,420030510002,Block Group 2,G5030,S,400466,0,+40.4458670,-079.9652858,0.0348616762974303,4.2510431000016e-05
412,42,003,051100,1,420030511001,Block Group 1,G5030,S,190118,0,+40.4415912,-079.9763973,0.0192315359249737,2.01800999999875e-05
413,42,003,060300,2,420030603002,Block Group 2,G5030,S,727961,143800,+40.4686987,-079.9653909,0.0410468505895524,9.25676275000071e-05
414,42,003,483800,1,420034838001,Block Group 1,G5030,S,239747,0,+40.4009231,-079.9103698,0.0249710073317676,2.54332565000473e-05
415,42,003,060500,1,420030605001,Block Group 1,G5030,S,406469,0,+40.4570288,-079.9693663,0.0331052246573291,4.31547710000221e-05
416,42,003,060500,2,420030605002,Block Group 2,G5030,S,256217,0,+40.4586056,-079.9612810,0.0298149424431917,2.72030485000387e-05
417,42,003,070300,1,420030703001,Block Group 1,G5030,S,100940,0,+40.4527240,-079.9334902,0.0134167095664802,1.07160305000524e-05
418,42,003,070300,2,420030703002,Block Group 2,G5030,S,113412,0,+40.4502300,-079.9325808,0.0147110006097511,1.20398514999499e-05
419,42,003,470300,2,420034703002,Block Group 2,G5030,S,1788833,0,+40.3775270,-080.0822263,0.0877752708998378,0.000189698612499745
420,42,003,470400,1,420034704001,Block Group 1,G5030,S,396525,0,+40.3682063,-080.0823449,0.0327474558017404,4.20443495000092e-05
421,42,003,470400,2,420034704002,Block Group 2,G5030,S,337677,0,+40.3652430,-080.0792847,0.03977370954928,3.58026044999561e-05
422,42,003,260200,1,420032602001,Block Group 1,G5030,S,576200,0,+40.4916277,-080.0133752,0.0468179662459168,6.12060014999585e-05
423,42,003,260200,2,420032602002,Block Group 2,G5030,S,604988,0,+40.4903149,-080.0228477,0.0686618061639934,6.42622559999568e-05
424,42,003,260200,3,420032602003,Block Group 3,G5030,S,252787,7193,+40.4922785,-080.0176758,0.0255517172274795,2.7616740000104e-05
425,42,003,260700,1,420032607001,Block Group 1,G5030,S,369806,0,+40.4812801,-080.0088626,0.0438923808449643,3.92774824999502e-05
426,42,003,260700,2,420032607002,Block Group 2,G5030,S,301540,0,+40.4818975,-080.0108700,0.0356221268942492,3.20246214999643e-05
427,42,003,490004,1,420034900041,Block Group 1,G5030,S,1354825,0,+40.2909807,-079.9884818,0.0576369563193721,0.000143492520500061
428,42,003,470400,3,420034704003,Block Group 3,G5030,S,1059446,0,+40.3697362,-080.0919947,0.0695348909859346,0.000112337280500057
429,42,003,477100,1,420034771001,Block Group 1,G5030,S,779240,0,+40.3640543,-080.0031433,0.0460385467321417,8.26189785000467e-05
430,42,003,477100,2,420034771002,Block Group 2,G5030,S,582308,0,+40.3530170,-080.0009699,0.052688309520902,6.17294009999584e-05
431,42,003,477100,3,420034771003,Block Group 3,G5030,S,799553,0,+40.3570542,-080.0097837,0.0435131472963656,8.47642959999213e-05
432,42,003,477200,1,420034772001,Block Group 1,G5030,S,675811,0,+40.3741082,-079.9902526,0.0368495103781199,7.1663604499916e-05
433,42,003,429500,3,420034295003,Block Group 3,G5030,S,1588709,0,+40.5246199,-080.0111225,0.0576101993512632,0.000168839763500107
434,42,003,411000,1,420034110001,Block Group 1,G5030,S,8725555,0,+40.6595957,-080.0856290,0.157222947335909,0.000929148325500205
435,42,003,040900,1,420030409001,Block Group 1,G5030,S,428653,0,+40.4355089,-079.9626926,0.0444647832359787,4.54955634999083e-05
436,42,003,040900,2,420030409002,Block Group 2,G5030,S,230241,0,+40.4318349,-079.9556755,0.0206876120815028,2.44356455000038e-05
437,42,003,050100,1,420030501001,Block Group 1,G5030,S,242121,0,+40.4501583,-079.9675165,0.0217480329814373,2.57030629999808e-05
438,42,003,040600,1,420030406001,Block Group 1,G5030,S,253062,0,+40.4367501,-079.9522852,0.0248869660104506,2.6859460000074e-05
439,42,003,050100,2,420030501002,Block Group 2,G5030,S,239937,0,+40.4474812,-079.9721392,0.0235241497839269,2.54705149999436e-05
440,42,003,050100,3,420030501003,Block Group 3,G5030,S,308316,0,+40.4459724,-079.9776953,0.025387357490382,3.27288390000279e-05
441,42,003,070300,3,420030703003,Block Group 3,G5030,S,214194,0,+40.4501627,-079.9374007,0.020165038098971,2.27385485000492e-05
442,42,003,070500,1,420030705001,Block Group 1,G5030,S,144617,0,+40.4551545,-079.9275190,0.0155129071814027,1.53535655000257e-05
443,42,003,070500,3,420030705003,Block Group 3,G5030,S,196369,0,+40.4574217,-079.9293781,0.0239141290510771,2.08486604999597e-05
444,42,003,070600,1,420030706001,Block Group 1,G5030,S,144717,0,+40.4546022,-079.9234925,0.0164958229553523,1.53639689999631e-05
445,42,003,070600,2,420030706002,Block Group 2,G5030,S,145020,0,+40.4519412,-079.9274585,0.0172965801196321,1.53955475000033e-05
446,42,003,070800,1,420030708001,Block Group 1,G5030,S,184183,0,+40.4584206,-079.9220091,0.0188591039227143,1.95550114999475e-05
447,42,003,070800,2,420030708002,Block Group 2,G5030,S,262496,0,+40.4551027,-079.9181947,0.0252673730991917,2.78684104999835e-05
448,42,003,070900,1,420030709001,Block Group 1,G5030,S,306599,0,+40.4544392,-079.9379457,0.0293807214760624,3.25500890000637e-05
449,42,003,070900,2,420030709002,Block Group 2,G5030,S,136797,0,+40.4510924,-079.9473004,0.0155263993831503,1.45223560000111e-05
450,42,003,520001,2,420035200012,Block Group 2,G5030,S,2058807,0,+40.4369736,-079.8146248,0.0709195066396245,0.000218518116999956
451,42,003,090100,1,420030901001,Block Group 1,G5030,S,366981,29455,+40.4762203,-079.9597019,0.0396296630550627,4.21013385000411e-05
452,42,003,090200,1,420030902001,Block Group 1,G5030,S,159934,0,+40.4694635,-079.9592921,0.0201303819621535,1.69830075000757e-05
453,42,003,090200,2,420030902002,Block Group 2,G5030,S,214944,0,+40.4692759,-079.9555792,0.0285154324443732,2.28245804999025e-05
454,42,003,090300,1,420030903001,Block Group 1,G5030,S,151667,0,+40.4645862,-079.9510973,0.0179780143355432,1.61043499999827e-05
455,42,003,090300,2,420030903002,Block Group 2,G5030,S,105110,0,+40.4640200,-079.9556041,0.0135502980769643,1.11610129999671e-05
456,42,003,101600,1,420031016001,Block Group 1,G5030,S,464604,0,+40.4703739,-079.9393306,0.036544348079969,4.93361645000391e-05
457,42,003,101700,1,420031017001,Block Group 1,G5030,S,174519,0,+40.4664252,-079.9381924,0.0177304306474608,1.85311219999587e-05
458,42,003,101700,2,420031017002,Block Group 2,G5030,S,217979,0,+40.4672423,-079.9433700,0.0208573019468809,2.31460914999889e-05
459,42,003,110200,2,420031102002,Block Group 2,G5030,S,145230,0,+40.4757786,-079.9213093,0.0168988739679123,1.54233890000537e-05
460,42,003,110200,3,420031102003,Block Group 3,G5030,S,298195,0,+40.4765111,-079.9261174,0.025088917781988,3.16685494999689e-05
461,42,003,110200,4,420031102004,Block Group 4,G5030,S,226790,0,+40.4725674,-079.9227477,0.0198470411718728,2.40833875000093e-05
462,42,003,111500,4,420031115004,Block Group 4,G5030,S,279183,0,+40.4612537,-079.9188322,0.0215538482419804,2.96423510000161e-05
463,42,003,120300,1,420031203001,Block Group 1,G5030,S,776569,0,+40.4704268,-079.9038525,0.047285385281344,8.24640625001045e-05
464,42,003,120300,2,420031203002,Block Group 2,G5030,S,303104,0,+40.4667430,-079.9005376,0.0257669689373697,3.21847324999433e-05
465,42,003,120400,2,420031204002,Block Group 2,G5030,S,261285,0,+40.4666610,-079.9115742,0.0231489374619651,2.77441789999302e-05
466,42,003,120700,1,420031207001,Block Group 1,G5030,S,314873,0,+40.4609939,-079.9032330,0.02467461498439,3.34319525000349e-05
467,42,003,261500,1,420032615001,Block Group 1,G5030,S,351000,0,+40.4733949,-080.0097286,0.0264113766611484,3.72745665000009e-05
468,42,003,262000,1,420032620001,Block Group 1,G5030,S,607754,0,+40.4632130,-079.9941711,0.0399263064209613,6.45309660000726e-05
469,42,003,262000,2,420032620002,Block Group 2,G5030,S,183234,0,+40.4677548,-079.9927114,0.0203834454098646,1.94570814998892e-05
470,42,003,100500,2,420031005002,Block Group 2,G5030,S,382760,0,+40.4781242,-079.9393683,0.0341648381643827,4.06500479999522e-05
471,42,003,101100,1,420031011001,Block Group 1,G5030,S,158472,0,+40.4796385,-079.9516903,0.0179040322511347,1.68305500000149e-05
472,42,003,101100,2,420031011002,Block Group 2,G5030,S,641778,305758,+40.4837135,-079.9541965,0.0581440809198454,0.000100640781000072
473,42,003,100500,1,420031005001,Block Group 1,G5030,S,341507,0,+40.4760158,-079.9343043,0.0313099032929053,3.62676564999968e-05
474,42,003,101400,1,420031014001,Block Group 1,G5030,S,535736,301741,+40.4841419,-079.9256840,0.0812617856562589,8.89543305000519e-05
475,42,003,101400,4,420031014004,Block Group 4,G5030,S,149377,0,+40.4799173,-079.9300799,0.017898377950782,1.58646109999991e-05
476,42,003,110600,3,420031106003,Block Group 3,G5030,S,135853,0,+40.4707047,-079.9181968,0.0155189117014778,1.44263179999908e-05
477,42,003,111300,1,420031113001,Block Group 1,G5030,S,155134,0,+40.4710476,-079.9294133,0.0171727926217705,1.64739804999793e-05
478,42,003,111300,2,420031113002,Block Group 2,G5030,S,130582,0,+40.4691148,-079.9238106,0.0197972216414891,1.38661729999633e-05
479,42,003,111300,3,420031113003,Block Group 3,G5030,S,90448,0,+40.4680245,-079.9256027,0.013077200568546,9.604544999979e-06
480,42,003,111300,4,420031113004,Block Group 4,G5030,S,160786,0,+40.4674213,-079.9196901,0.0175272665988468,1.70731515000475e-05
481,42,003,111400,1,420031114001,Block Group 1,G5030,S,155417,0,+40.4671249,-079.9302535,0.0198398478571377,1.65030055e-05
482,42,003,111400,2,420031114002,Block Group 2,G5030,S,172204,0,+40.4669071,-079.9332758,0.0193224598274403,1.82855500000341e-05
483,42,003,111500,1,420031115001,Block Group 1,G5030,S,196487,0,+40.4652668,-079.9246302,0.0222968468813624,2.08633885000293e-05
484,42,003,111500,2,420031115002,Block Group 2,G5030,S,245669,0,+40.4613529,-079.9302787,0.0247427843630506,2.60842470000533e-05
485,42,003,111500,3,420031115003,Block Group 3,G5030,S,243929,0,+40.4616937,-079.9256131,0.0214575635839642,2.58993684999802e-05
486,42,003,120700,2,420031207002,Block Group 2,G5030,S,200054,0,+40.4569713,-079.9050701,0.022335380103092,2.12398019999635e-05
487,42,003,120800,1,420031208001,Block Group 1,G5030,S,182119,0,+40.4644566,-079.9160496,0.0193267238410325,1.93377489999924e-05
488,42,003,120800,2,420031208002,Block Group 2,G5030,S,533583,0,+40.4589809,-079.9121394,0.0376503690093448,5.66519975000369e-05
489,42,003,130100,1,420031301001,Block Group 1,G5030,S,446615,0,+40.4578346,-079.8838397,0.0296793830088147,4.7417545499981e-05
490,42,003,130100,2,420031301002,Block Group 2,G5030,S,169073,0,+40.4610815,-079.8921492,0.0272601282299955,1.79515650000333e-05
491,42,003,130100,3,420031301003,Block Group 3,G5030,S,156450,0,+40.4613144,-079.8987905,0.0218844460025113,1.66112600000342e-05
492,42,003,130200,1,420031302001,Block Group 1,G5030,S,162183,0,+40.4577941,-079.8910865,0.0195759676508754,1.72188840000172e-05
493,42,003,130300,2,420031303002,Block Group 2,G5030,S,168927,0,+40.4526261,-079.8948056,0.0188662180563446,1.79336334999377e-05
494,42,003,140500,1,420031405001,Block Group 1,G5030,S,382078,0,+40.4500371,-079.8977298,0.0283986380877117,4.05610765000287e-05
495,42,003,140500,2,420031405002,Block Group 2,G5030,S,199790,0,+40.4541518,-079.9060600,0.0236404673377461,2.12107939999694e-05
496,42,003,140500,3,420031405003,Block Group 3,G5030,S,172850,0,+40.4523867,-079.9073195,0.022766056471481,1.83501680000047e-05
497,42,003,140600,1,420031406001,Block Group 1,G5030,S,380557,0,+40.4479192,-079.9064888,0.0279493925029654,4.03979904999247e-05
498,42,003,140600,2,420031406002,Block Group 2,G5030,S,322651,0,+40.4451618,-079.8988009,0.0319623345595576,3.42497640000388e-05
499,42,003,140400,3,420031404003,Block Group 3,G5030,S,425130,0,+40.4492147,-079.9182174,0.0297120410598565,4.51305065001043e-05
500,42,003,140800,1,420031408001,Block Group 1,G5030,S,609993,0,+40.4322685,-079.9142909,0.0611111218631123,6.47390699998256e-05
501,42,003,141400,3,420031414003,Block Group 3,G5030,S,294704,0,+40.4266034,-079.9185733,0.0282192005370379,3.12744635000137e-05
502,42,003,488300,1,420034883001,Block Group 1,G5030,S,6212135,0,+40.3701764,-079.8876913,0.149385488336806,0.000658701895499976
503,42,003,458000,2,420034580002,Block Group 2,G5030,S,17545282,123974,+40.3800669,-080.1231975,0.24991446582456,0.00187397363650024
504,42,003,452000,2,420034520002,Block Group 2,G5030,S,6499756,0,+40.4628654,-080.2146051,0.138425754784533,0.000690134269499872
505,42,003,492700,1,420034927001,Block Group 1,G5030,S,2210237,595842,+40.3025273,-079.8743038,0.12252602362777,0.000297249610999914
506,42,003,452000,1,420034520001,Block Group 1,G5030,S,30268927,14471,+40.5004303,-080.2621224,0.336406968182179,0.00321720900900031
507,42,003,451300,3,420034513003,Block Group 3,G5030,S,4292368,0,+40.5114496,-080.1861861,0.0993786113580339,0.000456082111500204
508,42,003,480300,1,420034803001,Block Group 1,G5030,S,1242270,275717,+40.4015906,-079.9737874,0.141075674241094,0.00016103189099985
509,42,003,412001,2,420034120012,Block Group 2,G5030,S,13034988,10752,+40.6091968,-080.1183176,0.171755904981045,0.00138799994900052
510,42,003,473601,3,420034736013,Block Group 3,G5030,S,589120,0,+40.3795855,-080.0576817,0.0344486516437863,6.2475767500007e-05
511,42,003,439000,1,420034390001,Block Group 1,G5030,S,13899919,0,+40.5897681,-080.1737989,0.21403882747373,0.00147862737900013
512,42,003,414102,2,420034141022,Block Group 2,G5030,S,5031167,0,+40.5786081,-079.9642573,0.127348308479763,0.000535110544999942
513,42,003,510000,2,420035100002,Block Group 2,G5030,S,236445,0,+40.3972312,-079.8413910,0.0308598242707245,2.50813915000272e-05
514,42,003,429600,1,420034296001,Block Group 1,G5030,S,2626125,0,+40.5119425,-080.0490355,0.0942157150067549,0.000279038304500042
515,42,003,415001,2,420034150012,Block Group 2,G5030,S,7637610,0,+40.5716659,-079.8905793,0.210284021888484,0.000812246559500099
516,42,003,409000,1,420034090001,Block Group 1,G5030,S,19791395,0,+40.6598222,-080.0278807,0.216562106423404,0.00210751469050052
517,42,003,409000,2,420034090002,Block Group 2,G5030,S,8668580,0,+40.6280948,-080.0092509,0.122825862231591,0.000922654858999576
518,42,003,409000,4,420034090004,Block Group 4,G5030,S,3139221,0,+40.6254290,-080.0628232,0.0838999582032186,0.00033411487600005
519,42,003,410000,1,420034100001,Block Group 1,G5030,S,2304511,0,+40.6369353,-080.0808975,0.0865405353752096,0.000245316818499937
520,42,003,412001,3,420034120013,Block Group 3,G5030,S,2032144,0,+40.6020287,-080.0877195,0.0754799322271014,0.000216211658999793
521,42,003,412001,4,420034120014,Block Group 4,G5030,S,3529590,0,+40.6067715,-080.0769662,0.0874368350651726,0.000375560197500016
522,42,003,412002,2,420034120022,Block Group 2,G5030,S,3672901,0,+40.5617706,-080.0711879,0.101478670522361,0.00039055044399993
523,42,003,413100,1,420034131001,Block Group 1,G5030,S,7808451,214557,+40.6037649,-080.0109835,0.134877800855912,0.000853640317500299
524,42,003,413201,1,420034132011,Block Group 1,G5030,S,1370082,0,+40.5783897,-080.0329039,0.0597478303018153,0.000145720083500174
525,42,003,413201,2,420034132012,Block Group 2,G5030,S,1208545,0,+40.5778905,-080.0481176,0.066050428910875,0.00012853840449996
526,42,003,413201,3,420034132013,Block Group 3,G5030,S,1201284,0,+40.5714381,-080.0418183,0.060802360716591,0.000127754050999819
527,42,003,427200,4,420034272004,Block Group 4,G5030,S,1107093,185004,+40.4831624,-079.9662880,0.0587128110112847,0.00013723779800005
528,42,003,431500,1,420034315001,Block Group 1,G5030,S,169910,0,+40.4992848,-080.0588152,0.0173987652492176,1.80505245000191e-05
529,42,003,130300,3,420031303003,Block Group 3,G5030,S,232738,0,+40.4556706,-079.8998750,0.0243542182780664,2.47091610000138e-05
530,42,003,130400,1,420031304001,Block Group 1,G5030,S,164947,0,+40.4543357,-079.8888770,0.0200566156758859,1.75115225000474e-05
531,42,003,130400,2,420031304002,Block Group 2,G5030,S,194228,0,+40.4508259,-079.8891632,0.0205279324601836,2.061904450002e-05
532,42,003,130400,3,420031304003,Block Group 3,G5030,S,115913,0,+40.4496889,-079.8859784,0.0187046646836427,1.23050835000649e-05
533,42,003,130600,2,420031306002,Block Group 2,G5030,S,336059,0,+40.4571222,-079.8760661,0.0435889335877625,3.56790815000065e-05
534,42,003,130600,3,420031306003,Block Group 3,G5030,S,702176,0,+40.4531812,-079.8715481,0.0349192501261519,7.45453930000475e-05
535,42,003,140100,1,420031401001,Block Group 1,G5030,S,437064,0,+40.4442956,-079.9352599,0.0290594198666099,4.6394196499988e-05
536,42,003,140800,2,420031408002,Block Group 2,G5030,S,371306,0,+40.4355760,-079.9190519,0.0316457544589367,3.9408892500132e-05
537,42,003,140800,3,420031408003,Block Group 3,G5030,S,107775,0,+40.4310415,-079.9212387,0.0143827715334654,1.14379949999824e-05
538,42,003,141000,1,420031410001,Block Group 1,G5030,S,507878,0,+40.4328897,-079.8976171,0.0479241193340467,5.39022875000565e-05
539,42,003,141300,1,420031413001,Block Group 1,G5030,S,391432,0,+40.4360169,-079.9284488,0.0290546778984927,4.15453614998977e-05
540,42,003,141300,2,420031413002,Block Group 2,G5030,S,295445,0,+40.4311148,-079.9298945,0.0330369920465097,3.13552084999227e-05
541,42,003,141300,3,420031413003,Block Group 3,G5030,S,202656,0,+40.4320453,-079.9253363,0.0187083311731882,2.15080005000222e-05
542,42,003,151600,1,420031516001,Block Group 1,G5030,S,253682,0,+40.4231223,-079.9414143,0.0268055468217484,2.6919988499999e-05
543,42,003,151600,3,420031516003,Block Group 3,G5030,S,132031,0,+40.4227661,-079.9448461,0.0174922563584437,1.40106654999846e-05
544,42,003,456003,3,420034560033,Block Group 3,G5030,S,19810905,0,+40.3646213,-080.1908523,0.221067214716675,0.00210047538899976
545,42,003,140300,1,420031403001,Block Group 1,G5030,S,153847,0,+40.4443668,-079.9143738,0.0176593604624861,1.63308045000341e-05
546,42,003,474201,1,420034742011,Block Group 1,G5030,S,3302630,20332,+40.3456211,-080.0979830,0.137729866487708,0.000352217336500019
547,42,003,474202,2,420034742022,Block Group 2,G5030,S,4696713,0,+40.3327022,-080.0904805,0.147048098509277,0.000497741837000112
548,42,003,480200,2,420034802002,Block Group 2,G5030,S,452147,0,+40.3519645,-079.9704999,0.0367958764199357,4.79304634999167e-05
549,42,003,300100,2,420033001002,Block Group 2,G5030,S,119504,0,+40.4165708,-079.9924608,0.0210867844298678,1.26800029999534e-05
550,42,003,508000,2,420035080002,Block Group 2,G5030,S,559231,0,+40.3913283,-079.8097073,0.0388140806770341,5.93162750001204e-05
551,42,003,496200,4,420034962004,Block Group 4,G5030,S,1591795,50937,+40.3041270,-079.8319857,0.115329054371703,0.000174028084500129
552,42,003,409000,3,420034090003,Block Group 3,G5030,S,12335174,33866,+40.6328802,-080.0462296,0.161193161044336,0.00131662443449954
553,42,003,427200,3,420034272003,Block Group 3,G5030,S,1032056,60405,+40.4925752,-079.9604730,0.0721259661142168,0.000116047504500008
554,42,003,422000,4,420034220004,Block Group 4,G5030,S,9366004,0,+40.5249842,-079.9006091,0.191332846614618,0.000995374985000002
555,42,003,402000,4,420034020004,Block Group 4,G5030,S,414454,115337,+40.6047827,-079.7380617,0.0346457364228081,5.6369745500202e-05
556,42,003,415002,1,420034150021,Block Group 1,G5030,S,8513728,0,+40.5582898,-079.8873660,0.190422806866993,0.000905242260000015
557,42,003,459102,3,420034591023,Block Group 3,G5030,S,4627477,36984,+40.4760028,-080.1464997,0.118758369253544,0.000495345756000097
558,42,003,070500,2,420030705002,Block Group 2,G5030,S,71767,0,+40.4539089,-079.9307306,0.0115484008362538,7.61894499995344e-06
559,42,003,130300,1,420031303001,Block Group 1,G5030,S,144645,0,+40.4552880,-079.8943066,0.01906568186711,1.53565614999684e-05
560,42,003,450800,2,420034508002,Block Group 2,G5030,S,266641,0,+40.5180173,-080.1616684,0.0285150558452799,2.83342055000737e-05
561,42,003,488600,4,420034886004,Block Group 4,G5030,S,2666056,0,+40.3399584,-079.9238725,0.085797640669799,0.000282569366999805
562,42,003,480400,4,420034804004,Block Group 4,G5030,S,1604698,0,+40.3732464,-079.9542343,0.0637963380036624,0.000170161089499909
563,42,003,479000,2,420034790002,Block Group 2,G5030,S,576418,0,+40.3780620,-080.0176319,0.043991199554295,6.11273954999359e-05
564,42,003,180700,1,420031807001,Block Group 1,G5030,S,128581,0,+40.4265390,-080.0017669,0.0206065200114377,1.3645276500018e-05
565,42,003,411000,3,420034110003,Block Group 3,G5030,S,25906171,0,+40.6444082,-080.1231511,0.225241483154797,0.0027580379964995
566,42,003,407002,2,420034070022,Block Group 2,G5030,S,7458068,0,+40.6135615,-079.8591341,0.147729000250797,0.000793642727000107
567,42,003,459201,3,420034592013,Block Group 3,G5030,S,6344733,0,+40.4407450,-080.1350915,0.13464690195122,0.000673456323499917
568,42,003,452000,4,420034520004,Block Group 4,G5030,S,35702906,0,+40.4636722,-080.3061948,0.282774228855642,0.00379092904049967
569,42,003,460002,3,420034600023,Block Group 3,G5030,S,823625,0,+40.4785309,-080.1133208,0.0401550005270029,8.74713100000397e-05
570,42,003,151700,1,420031517001,Block Group 1,G5030,S,216871,0,+40.4228431,-079.9277766,0.0222510181492135,2.30135679999642e-05
571,42,003,202200,1,420032022001,Block Group 1,G5030,S,551501,0,+40.4524892,-080.0636128,0.0440104008205669,5.85482575000532e-05
572,42,003,281500,2,420032815002,Block Group 2,G5030,S,312995,0,+40.4407028,-080.0568585,0.0256093532143195,3.32222480000585e-05
573,42,003,480300,4,420034803004,Block Group 4,G5030,S,368470,0,+40.3940117,-079.9723836,0.0334483569755255,3.90841344999795e-05
574,42,003,521200,2,420035212002,Block Group 2,G5030,S,2512181,0,+40.4275653,-079.7949213,0.108403682182189,0.000266601532999734
575,42,003,552400,3,420035524003,Block Group 3,G5030,S,1372711,200574,+40.3325567,-079.8492115,0.0857883769236597,0.000166731305999887
576,42,003,526102,1,420035261021,Block Group 1,G5030,S,13786316,0,+40.5021088,-079.7216042,0.179454865243778,0.00146465331399991
577,42,003,415001,1,420034150011,Block Group 1,G5030,S,7647357,0,+40.5884062,-079.8908145,0.156540732195723,0.00081348214299971
578,42,003,421100,3,420034211003,Block Group 3,G5030,S,4098115,325416,+40.4969764,-079.8748497,0.142795656977224,0.000469935552500027
579,42,003,432400,2,420034324002,Block Group 2,G5030,S,165793,0,+40.5001081,-080.0693998,0.0185137807048635,1.76132214999196e-05
580,42,003,477300,1,420034773001,Block Group 1,G5030,S,212356,0,+40.3655288,-079.9635342,0.031668925856217,2.2515863500155e-05
581,42,003,504100,4,420035041004,Block Group 4,G5030,S,3635131,428835,+40.3845982,-079.8385556,0.114955051588959,0.000430991933500161
582,42,003,414102,1,420034141021,Block Group 1,G5030,S,4981303,0,+40.6031362,-079.9583707,0.0939766740805832,0.000529998434500034
583,42,003,429202,2,420034292022,Block Group 2,G5030,S,1118433,0,+40.5176880,-079.9902330,0.0631593321895091,0.000118849275500057
584,42,003,300100,1,420033001001,Block Group 1,G5030,S,94720,0,+40.4178273,-079.9927416,0.0204438442918568,1.00505345000073e-05
585,42,003,492900,2,420034929002,Block Group 2,G5030,S,403657,0,+40.2884029,-079.8969630,0.0345580813481706,4.27506309999586e-05
586,42,003,521200,3,420035212003,Block Group 3,G5030,S,2476340,0,+40.4110874,-079.8078205,0.10547164767192,0.000262734685500027
587,42,003,110200,1,420031102001,Block Group 1,G5030,S,144791,0,+40.4780209,-079.9195862,0.0178024607406994,1.53772975000069e-05
588,42,003,560600,1,420035606001,Block Group 1,G5030,S,183179,0,+40.4419676,-079.8834914,0.0218282333334065,1.94436925000636e-05
589,42,003,521301,4,420035213014,Block Group 4,G5030,S,2469255,0,+40.4055876,-079.7617901,0.127049825348419,0.00026196231900002
590,42,003,456004,1,420034560041,Block Group 1,G5030,S,3414401,0,+40.3329833,-080.1150700,0.127668548889581,0.000361848109999907
591,42,003,290400,1,420032904001,Block Group 1,G5030,S,267176,0,+40.3897448,-079.9898590,0.0307139251809874,2.83379770000672e-05
592,42,003,290400,2,420032904002,Block Group 2,G5030,S,516448,0,+40.3877403,-079.9814709,0.0415073686096158,5.47754559999563e-05
593,42,003,290400,5,420032904005,Block Group 5,G5030,S,177730,0,+40.3823902,-079.9803182,0.0252910843846703,1.88487525000882e-05
594,42,003,300100,3,420033001003,Block Group 3,G5030,S,178180,0,+40.4148090,-079.9928196,0.0246433521205433,1.89053615000169e-05
595,42,003,310200,3,420033102003,Block Group 3,G5030,S,336562,0,+40.3656819,-079.9108798,0.0352572248741041,3.56844314999668e-05
596,42,003,310200,4,420033102004,Block Group 4,G5030,S,1047176,0,+40.3745284,-079.9191877,0.050340015066274,0.000111043837499975
597,42,003,310200,5,420033102005,Block Group 5,G5030,S,267499,0,+40.3677083,-079.9180462,0.0363245300734161,2.8363369500124e-05
598,42,003,110600,1,420031106001,Block Group 1,G5030,S,273962,0,+40.4715213,-079.9137557,0.0247217245532954,2.9092252000053e-05
599,42,003,413100,4,420034131004,Block Group 4,G5030,S,3285505,0,+40.6018586,-080.0580237,0.0896049601323425,0.000349562805000111
600,42,003,437000,1,420034370001,Block Group 1,G5030,S,10636878,0,+40.5360066,-080.0827471,0.150678109604985,0.00113062203099958
601,42,003,487000,2,420034870002,Block Group 2,G5030,S,1485770,245513,+40.3481249,-079.8917849,0.0876929465945805,0.00018351811699984
602,42,003,192000,5,420031920005,Block Group 5,G5030,S,163611,0,+40.4084166,-080.0236010,0.0230092905723839,1.73582169999526e-05
603,42,003,480400,2,420034804002,Block Group 2,G5030,S,1300723,0,+40.3809031,-079.9460843,0.0728407603143572,0.000137943267000234
604,42,003,451101,2,420034511012,Block Group 2,G5030,S,2089666,0,+40.5292754,-080.2132777,0.0855224955548531,0.000222093753999903
605,42,003,040400,2,420030404002,Block Group 2,G5030,S,124296,0,+40.4482621,-079.9499620,0.0155292249280504,1.31947595000274e-05
606,42,003,413100,2,420034131002,Block Group 2,G5030,S,2040029,0,+40.5932573,-080.0322108,0.0739659759215185,0.000217022545499846
607,42,003,563800,1,420035638001,Block Group 1,G5030,S,6562132,161753,+40.5237803,-080.1009317,0.200681859878689,0.000714532603000312
608,42,003,563300,1,420035633001,Block Group 1,G5030,S,6393593,0,+40.5680469,-080.1271363,0.1979697508805,0.00067991178000007
609,42,003,451104,1,420034511041,Block Group 1,G5030,S,4706061,0,+40.5329664,-080.2516738,0.127117008150806,0.000500197046999935
610,42,003,451102,3,420034511023,Block Group 3,G5030,S,2180367,0,+40.5169801,-080.2102313,0.0656822440129245,0.00023169174150004
611,42,003,451105,3,420034511053,Block Group 3,G5030,S,6218747,0,+40.5183226,-080.2425649,0.141032704297591,0.000660836564000068
612,42,003,451300,4,420034513004,Block Group 4,G5030,S,4352222,0,+40.4959307,-080.1938690,0.124885496819975,0.000462336483999908
613,42,003,451300,1,420034513001,Block Group 1,G5030,S,20934485,0,+40.4814367,-080.1857884,0.351985341958643,0.00222339778799992
614,42,003,453004,1,420034530041,Block Group 1,G5030,S,1674297,0,+40.4514416,-080.2219667,0.111283034066427,0.000177744601000023
